(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V3,0.00,47348977762304.00)
(V9,0.00,47348977762304.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,0.00)
(V3,0.00,3.00)
(V3,0.00,6.00)
(V3,0.00,9.00)
(V3,0.00,12.00)
(V3,0.00,15.00)
(V3,0.00,18.00)
(V3,0.00,21.00)
(V3,0.00,0.00)
(V3,0.00,3.00)
(V3,0.00,6.00)
(V3,0.00,9.00)
(V3,0.00,12.00)
(V3,0.00,15.00)
(V3,0.00,18.00)
(V3,0.00,0.00)
(V3,0.00,3.00)
(V3,0.00,6.00)
(V3,0.00,9.00)
(V3,0.00,12.00)
(V3,0.00,15.00)
(V3,0.00,18.00)
(V3,0.00,21.00)
(V3,0.00,24.00)
(V3,0.00,27.00)
(V3,0.00,37.65)
(V3,0.00,41.40)
(V3,0.00,45.15)
(V3,0.00,48.90)
(V3,0.00,52.65)
(V3,0.00,56.40)
(V3,0.00,60.15)
(V3,0.00,63.90)
(V3,0.00,67.65)
(V3,0.00,71.40)
(V3,0.00,75.15)
(V3,0.00,90.15)
(V3,0.00,93.15)
(V3,0.00,93.15)
(V3,0.00,93.15)
(V3,0.00,93.15)
(V3,0.00,93.15)
(V3,0.00,93.15)
(V3,0.00,0.00)
(V3,0.00,3.75)
(V3,0.00,7.50)
(V3,0.00,11.25)
(V3,0.00,15.00)
(V3,0.00,18.75)
(V3,0.00,26.25)
(V3,0.00,30.00)
(V3,0.00,33.90)
(V3,0.00,78.90)
(V9,0.00,78.90)
