(V1,0.00,0.00
(V1,0.83,0.00
(V1,1.67,0.00
(V1,2.50,0.00
(V1,3.33,0.00
(V1,4.17,0.00
(V1,5.00,0.00
(V1,5.83,0.00
(V1,6.67,0.00
(V1,7.50,0.00
(V1,8.33,0.00
(V10,0.00,0.00
(V1,9.17,0.00
(V10,0.00,0.00
(V1,11.67,0.00
(V10,0.00,0.00
(V1,12.50,0.00
(V10,0.00,0.00
(V1,13.33,0.00
(V10,0.00,0.00
(V1,14.17,0.00
(V10,0.00,0.00
(V17,0.00,0.00
(V1,15.00,0.00
(V10,0.00,0.00
(V17,0.00,0.00
(V1,15.83,0.00
(V10,0.00,0.00
(V17,0.00,0.00
(V1,16.67,0.00
(V10,0.00,0.00
(V17,0.00,0.00
(V1,17.50,0.00
(V10,0.00,0.00
(V17,0.00,0.00
(V1,18.33,0.00
(V10,0.00,0.00
(V17,0.00,0.00
(V1,19.17,0.00
(V10,0.00,0.00
(V17,0.00,0.00
(V1,20.00,0.00
(V10,0.00,0.00
(V17,0.00,0.00
(V1,23.33,0.00
(V10,0.00,0.00
(V17,0.00,0.00
(V1,24.17,0.00
(V10,0.00,0.00
(V17,0.00,0.00
(V1,25.00,0.00
(V10,0.00,0.00
(V17,0.00,0.00
(V1,25.83,0.00
(V10,0.00,0.00
(V17,0.00,0.00
(V1,28.17,0.00
(V10,0.00,0.00
(V17,0.00,0.00
(V1,28.17,0.00
(V10,0.00,0.00
(V17,0.00,0.00
(V10,0.00,0.00
(V17,0.00,0.00
(V10,0.00,0.00
(V17,0.00,0.00
(V10,0.00,0.00
(V17,0.00,0.00
(V10,0.00,0.00
(V17,0.00,0.00
(V10,0.00,0.00
(V17,0.00,0.00
(V10,0.00,0.00
(V17,0.00,0.00
(V10,0.00,0.00
(V17,0.00,0.00
(V10,0.00,0.00
(V17,0.00,0.00
(V10,0.00,0.00
(V17,0.00,0.00
(V10,0.00,0.00
(V17,0.00,0.00
(V10,0.00,0.00
(V17,0.00,0.00
(V1,0.00,2958641332224.00
(V1,0.83,2958641332224.00
(V1,1.67,2958641332224.00
(V1,2.50,2958641332224.00
(V1,3.33,2958641332224.00
(V1,4.17,2958641332224.00
(V1,5.00,2958641332224.00
(V1,5.83,2958641332224.00
(V1,6.67,2958641332224.00
(V1,7.50,2958641332224.00
(V1,8.33,2958641332224.00
(V10,0.00,2958641332224.00
(V1,9.17,2958641332224.00
(V10,0.00,2958641332224.00
(V1,0.00,2958641332224.00
(V1,0.83,2958641332224.00
(V1,1.67,2958641332224.00
(V1,2.50,2958641332224.00
(V1,3.33,2958641332224.00
(V1,4.17,2958641332224.00
(V1,5.00,2958641332224.00
(V1,5.83,2958641332224.00
(V1,6.67,2958641332224.00
(V1,7.50,2958641332224.00
(V1,8.33,2958641332224.00
(V10,0.00,2958641332224.00
(V1,9.17,2958641332224.00
(V10,0.00,2958641332224.00
(V1,11.67,2958641332224.00
(V10,0.00,2958641332224.00
(V1,12.50,2958641332224.00
(V10,0.00,2958641332224.00
(V1,13.33,2958641332224.00
(V10,0.00,2958641332224.00
(V1,14.17,2958641332224.00
(V10,0.00,2958641332224.00
(V17,0.00,2958641332224.00
(V1,15.00,2958641332224.00
(V10,0.00,2958641332224.00
(V17,0.00,2958641332224.00
(V1,15.83,2958641332224.00
(V10,0.00,2958641332224.00
(V17,0.00,2958641332224.00
(V1,16.67,2958641332224.00
(V10,0.00,2958641332224.00
(V17,0.00,2958641332224.00
(V1,17.50,2958641332224.00
(V10,0.00,2958641332224.00
(V17,0.00,2958641332224.00
(V1,18.33,2958641332224.00
(V10,0.00,2958641332224.00
(V17,0.00,2958641332224.00
(V1,19.17,2958641332224.00
(V10,0.00,2958641332224.00
(V17,0.00,2958641332224.00
(V1,20.00,2958641332224.00
(V10,0.00,2958641332224.00
(V17,0.00,2958641332224.00
(V1,0.00,0.00
(V1,0.83,0.00
