(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,0.00
(V4,0.00,2958641332224.00
(V4,0.00,2958641332224.00
(V4,0.00,2958641332224.00
(V4,0.00,2958641332224.00
(V4,0.00,2958641332224.00
(V4,0.00,2958641332224.00
(V4,0.00,2958641332224.00
(V4,0.00,2958641332224.00
(V4,0.00,2958641332224.00
(V4,0.00,2958641332224.00
(V4,0.00,2958641332224.00
(V4,0.00,2958641332224.00
(V4,0.00,2958641332224.00
(V4,0.00,2958641332224.00
(V4,0.00,2958641332224.00
(V4,0.00,2958641332224.00
(V4,0.00,2958641332224.00
(V4,0.00,2958641332224.00
(V4,0.00,2958641332224.00
(V4,0.00,2958641332224.00
(V4,0.00,2958641332224.00
(V4,0.00,2958641332224.00
(V4,0.00,2958641332224.00
(V4,0.00,2958641332224.00
(V4,0.00,2958641332224.00
(V4,0.00,2958641332224.00
(V4,0.00,2958641332224.00
(V4,0.00,2958641332224.00
(V4,0.00,2958641332224.00
